name;urls;description
StremX;http://stremx.io, http://crunchbase.com/organization/stremx;Homelend is leading blockchain technology to the mortgage industry
Stride;http://stride.ai, https://twitter.com/@StrideText, http://crunchbase.com/organization/stride-ai;Stride's AI powered platform analyzes and discovers key sentiments hidden within unstructured text.
Stride Racing;http://app.strideracing.io, https://twitter.com/@tsyndicates;Stride Racing is a platform that enables fans to purchase elite racehorses. Similar to Angelist, investors can research, buy, manage and watch their portfolios of syndicated thoroughbreds at a fraction of the traditional ownership cost.
StrikesApp;http://trystrikes.com, https://twitter.com/@StrikesApp, http://crunchbase.com/organization/unbiased-intuitive;Strikes helps retail options traders save time and money.
Strobe;http://strobelabs.com, https://twitter.com/@strobelabs, http://crunchbase.com/organization/strobe-labs;The rock n roll fueled lovechild of Ticketmaster and Palantir.
Strohl Medical Technologies;http://strohlmedical.com, https://twitter.com/@StrohlMedical, http://crunchbase.com/organization/strohl-medical;Developing a portable stroke detection device
Struct Club;http://structclub.com, https://twitter.com/@StructClub, http://crunchbase.com/organization/struct-club;An app to help choreograph music-inspired fitness instructors.
STRUCTUR3D PRINTING;http://structur3d.io, https://twitter.com/@structur3Dprint, http://crunchbase.com/organization/structur3d-printing;Specialized hardware that interfaces with software for additive manufacturing using advanced liquid materials.
Stryd;http://stryd.com, https://twitter.com/@strydrunning, http://crunchbase.com/organization/stryd;The world's first power meter for runners.
Student Reading Lists;http://studentreadinglists.com, http://crunchbase.com/organization/student-reading-lists;Student Reading Lists is an academically-minded startup, that aims to make reading requirements transparent. It also hopes to connect students and universities with commercial partners on a central platform. The service makes compiling, validating and sharing course resources between educators, administrators and students a seamless and cost-effective process.
Studio;http://studio.com, https://twitter.com/@wearestudio, http://crunchbase.com/organization/studio-4de4;Studio is an online audio and media company that offers online training to cultivate the creative side in the field of music.
StudyFree;http://studyfree.org, https://twitter.com/@StudyFreeWorld, http://crunchbase.com/organization/studyfree;StudyFree is a platform that connects students with international opportunities worldwide.
Styku;http://styku.com, https://twitter.com/@Styku3D, http://crunchbase.com/organization/styku;Styku is a 3D body scanning platform for fitness, health, and wellness markets. We believe in the best way to demonstrate progress is to visualize results.
StyleSage;http://stylesage.co, https://twitter.com/@Style_Sage, http://crunchbase.com/organization/stylesage;StyleSage helps fashion brands and retailers maximize sales and optimize merchandising and planning, with data-driven insights.
Stylindex;http://stylindex.com, https://twitter.com/@stylindex, http://crunchbase.com/organization/stylindex#section-overview;Stylindex is a market network of high value creative talent used to produce branded content, with a SaaS tool for brands to manage their content teams & assets.
Subhe;http://subhe.com, https://twitter.com/@subhelearning, http://crunchbase.com/organization/subhe;On-demand skill development in Indian Languages
SuccessionMatching;http://successionmatching.com, https://twitter.com/@sxnm, http://crunchbase.com/organization/successionmatching;An online community of business buyers, sellers, and succession planning professionals.
Suggestic;http://suggestic.com, https://twitter.com/@suggestic, http://crunchbase.com/organization/suggestic;Outcome-driven personalized nutrition platform that uses AI to deliver precise food recommendations.
Sunairio;http://sunairio.com, https://twitter.com/@sunairio, http://crunchbase.com/organization/sunairio;Weather simulation for renewable energy prediction
Sunlight Technologies;http://sunlight.is, https://twitter.com/@WithSunlight, http://crunchbase.com/organization/sunlight;Sunlight helps companies grow a highly engaging learning culture by facilitating their team's access to any book, event or course in the world.
Sunny Day Fund;http://sunnydayfund.com, https://twitter.com/@sunnydayfund, http://crunchbase.com/organization/sunny-day-fund;We make saving for emergencies and other immediate financial goals easy, accessible, and rewarding on behalf of employers.
Sunthetics;http://sunthetics.org, http://crunchbase.com/organization/sunthetics;Sunthetics develops smart, AI-enabled electrochemical reactors that enable the fast, hyper-efficient, and sustainable development of new molecules.
Super Bloom Bakery;http://superbloombakery.com;Superfood-Enhanced & Allergen-Free Bread
Super Dispatch;http://mysuperdispatch.com, https://twitter.com/@superdispatch, http://crunchbase.com/organization/super-dispatch;Super Dispatch is a platform that enables automotive logistics companies to eliminate paperwork, manage loads, drivers and billing all in one place.
Superfan Studio;http://superfan.studio, https://twitter.com/@ItsCameraAH, http://crunchbase.com/organization/cameraah;Cameraah is the fastest, user-friendly way to create Augmented Reality (AR) experiences.
SuperPay;http://superpay.money, https://twitter.com/@happiestminds, http://crunchbase.com/organization/chintamoney;An intelligent spending solution that improves financial wellness by helping people make informed purchase decisions based on savings goals.
Superpowered Inc., a Splice company;http://superpowered.com, https://twitter.com/@SuperpoweredSDK, http://crunchbase.com/organization/superpowered-inc#/entity;Superpowered allows consumers to listen, watch and play longer by using software to reduce CPU load вЂ” making mobile and embedded hardware more efficient.
Surmount;http://surmount.ai, https://twitter.com/@Surmountai, http://crunchbase.com/organization/surmount-ai;Portfolio automation for any investor, regardless of account size or experience, using machine learning AI, algorithmic strategies, and copy trading
SurPlusMap;http://surplusmap.com, http://crunchbase.com/organization/surplusmap;Geospatial analytics to empower decision-makers in the green transition.
SURU Together;http://thepsiapp.com, https://twitter.com/@SURUtogether, http://crunchbase.com/organization/psi-a6ee;SURU, a startup harnessing collective intelligence for better decision making.
SURVIVR;http://survivr.com, https://twitter.com/@SURVIVRLabs, http://crunchbase.com/organization/survivr;Using VR training to help first responders improve their decision-making and response times.
Sustaio;http://sustaio.com, https://twitter.com/@sustaio, http://crunchbase.com/organization/sustaio;Sustaio provides consumer climate impact intelligence & data. Think of us as the credit score for sustainability.
SustAnalyze;http://sustanalyze.com, https://twitter.com/@simreka, http://crunchbase.com/organization/simreka;Our simulation platform transforms R&D for brands and their material manufacturers from labor-intensive to digital reducing development timelines and costs.
SVRF;http://svrf.com, https://twitter.com/@svrf, http://crunchbase.com/organization/svrf;Search and discover the the most stunning augmented reality and virtual reality content.
Swag.com;http://swag.com, https://twitter.com/@promotewithswag, http://crunchbase.com/organization/swag-com#section-overview;The best place for companies to buy promotional swag that people will actually want to keep.
Swag Kicks;http://swag-kicks.com, https://twitter.com/@swag_kicks, http://crunchbase.com/organization/swag-kicks;The go-to circular fashion solution loved by millennials and Gen Z's in emerging markets
Swarm;http://swarm.fund, https://twitter.com/@SWARM, http://crunchbase.com/organization/swarm-fund;Swarm allows you to create and crowdfund a collaborative company.
Swayed;http://swayedai.com, http://crunchbase.com/organization/swayed-33fd;Put your data to work and return to personalized hospitality.
Sway Home;http://sway-home.com, https://twitter.com/@sway_home, http://crunchbase.com/organization/sway-home;Curating healthy home furnishings, using research-backed vetting criteria.
SweatFlex;http://flex.com, https://twitter.com/@flexsweat, http://crunchbase.com/organization/flex-3;We make working out not suck. Laugh & sweat through our classes while we track your reps to compete with the community. Powered by your Apple Watch.
